Name,MiddleName,Suffix,Type,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingStateCode,BillingCountryCode,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingStateCode,ShippingCountryCode,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,NameLocal,Jigsaw,AccountSource,SicDesc,ACRNM__c,Abbreviation__c,Topics__c,Active__c,AI_Validation_Status__c,qualtrics__NPS_Date__c,Institution_Sub_type_OLD__c,Institution_Type_OLD__c,Public_Private_Sector_OLD__c,email__c,CloudingoAgent__BAR__c,CloudingoAgent__BAS__c,CloudingoAgent__BAV__c,CloudingoAgent__BRDI__c,CloudingoAgent__BTZ__c,CloudingoAgent__SAR__c,CloudingoAgent__SAS__c,CloudingoAgent__SAV__c,CloudingoAgent__SRDI__c,CloudingoAgent__STZ__c,scanbizcards__ScanBizCards__c,Relationship_with_the_bank__c,Beneficiary_type__c,InstitutionSector_LAB_OLD__c,InstitutionSubType_LAB_OLD__c,InstitutionType_LAB_OLD__c,AI_Area__c,AI_Sub_Area__c,AI_Technology__c,qualtrics__Net_Promoter_Score__c,ORP_Confidential_Account__c,Other_Phone_Extension__c,Phone_Extension__c,Relationship_Type__c,Facebook__c,Linkedin__c,ORP_Business_Partner_Number__c,Other_Phone__c,Skype__c,Twitter__c,Used_by_IDB_Lab__c,Used_by_IDB__c,Financial_Regulation__c,Institution_Sub_Type__c,Institution_Type__c,Legal_Name__c,ORP_Rating__c,ORP_Region__c,ORP_Used_by_ORP__c,DQ_Score__c,ORP_Business_Partner_Name__c,ORP_Id__c,IDB_isBucket__c,ORP_Academic_Type__c,PSR_FinancingFocus__c,PSR_FundStatus__c,PSR_IsFund__c,pbk__AUM__c,pbk__Active_Investors__c,pbk__Average_Volume__c,pbk__Business_Status__c,pbk__Company_Status__c,pbk__Currency__c,pbk__Date_of_Last_Round__c,pbk__Dry_Powder__c,pbk__Employees__c,pbk__Enterprise_Value__c,pbk__Exchange__c,pbk__FYE__c,pbk__Financing_Status__c,pbk__Firm_Sub_Type__c,pbk__Former_Name__c,pbk__Global_Region__c,pbk__Global_Sub_Region__c,pbk__High_52wk__c,pbk__Industries_All__c,pbk__Investor_Status__c,pbk__LTM_Annual_Revenue__c,pbk__LTM_Dividend_Yield__c,pbk__LTM_EBITDA__c,pbk__LTM_EBIT__c,pbk__LTM_EPS__c,pbk__LTM_Net_Income__c,pbk__LTM_Number_Of_Investments__c,pbk__LTM_P_E__c,pbk__Last_Inv_Date__c,pbk__Last_Inv_Lead_Partner_Email__c,pbk__Last_Inv_Lead_Partner_Phone__c,pbk__Last_Inv_Lead_Partner_Title__c,pbk__Last_Inv_Lead_Partner__c,pbk__Last_Inv_Location__c,pbk__Last_Inv_Name__c,pbk__Last_Inv_Primary_Industry__c,pbk__Last_Inv_Size__c,pbk__Last_Inv_Status__c,pbk__Last_Inv_Type__c,pbk__Last_Round_Size__c,pbk__Last_Round_Status__c,pbk__Last_Round_Type__c,pbk__Last_Round_Valuation__c,pbk__Last_Sync_Date__c,pbk__Low_52wk__c,pbk__Market_Cap__c,pbk__Number_Of_Active_Investments__c,pbk__Ownership_Status__c,pbk__PB_Notes__c,pbk__PitchBook_Industry_Code__c,pbk__PitchBook_Industry_Group__c,pbk__PitchBook_Industry_Sector__c,pbk__PitchBook_Industry__c,pbk__PitchBook_Link__c,pbk__PitchBook_Type__c,pbk__Preferred_Company_Valuation__c,pbk__Preferred_Deal_Size__c,pbk__Preferred_EBITDA__c,pbk__Preferred_EBIT__c,pbk__Preferred_Geographies__c,pbk__Preferred_Industries__c,pbk__Preferred_Investment_Amount__c,pbk__Preferred_Investment_Horizon__c,pbk__Preferred_Investment_Types__c,pbk__Preferred_Other__c,pbk__Preferred_Revenue__c,pbk__Preferred_Verticals__c,pbk__Primary_Contact_Email__c,pbk__Primary_Contact_Name__c,pbk__Primary_Contact_Phone__c,pbk__Primary_Contact_Title__c,pbk__Primary_US_Region__c,pbk__SIC__c,pbk__TTM_End__c,pbk__Ticker_Symbol__c,pbk__Total_Assets_FYE__c,pbk__Total_Debt_FYE__c,pbk__Total_Money_Raised__c,pbk__Verticals__c,pbk__Year_Founded__c,pbk__pbId__c,Instagram__c,Business_Model_Type__c,Errors
PRONATURA CHIAPAS,,,,,Ciudad De México,,1740,Mexico,,MX,,,,,,,,United States,,US,,,,+525556000000,,,http://www.pronatura.org.mx/,,,,,,,,,,,,,,ME-PRONATURA,,,true,Validated,,,,Private Sector,,,,,,,,,,,,false,Executing agency,,,,,,,,,,,,,,,,,,@grupofinca,false,false,,,Business,"PRONATURA CHIAPAS, A.C.",,,false,49,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
FUNDACION PARA EL DESARROLLO DE LAS COMUNIDADES DEL SUR,,,,B° ANTIGUA CRUZ ROJA,"Perez Zeledón ,Buenos Aires Y Coto Brus",,11901,Costa Rica,,CR,,,,,,,,United States,,US,,,,+50627716131,,,http://www.fudecosur.org/,,,,,,,"FUDECOSUR, proyecta y planifica sus acciones teniendo como fin mejorar la calidad de vida de sus usuarios de forma integral; promoviendo, paralelo al crecimiento económico con el microcrédito como herramienta, el desarrollo de liderazgo y solidaridad entre personas de la comunidad.  Microfinanzas REDCOM",,,,,,,CR-FUDECOSUR,FUDECOSUR,,true,Validated,,,,Private Sector,cbadilla@fudecosur.org,,,,,,,,,,,false,Executing agency,,,,,,,,,,,,,,,,,,,false,false,,,Non Profit / NGO,FUNDACION PARA EL DESARROLLO DE LAS COMUNIDADES DEL SUR,,,false,61,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
ASOCIACION PARA EL DESARROLLO DE LAS CAJAS RURALES,,,,VÍA PLAYA REINA,SANTIAGO DE VERAGUAS,,0923-00383,Panama,,PA,,,,,,,,United States,,US,,,,(507)998-7619,,,www.procaja.com / http://www.mixmarket.org/mfi/procaja,,,,,,,Brindar servicios financieros a la población rural pobre del país.,,,,,,,PN-PROCAJA,PROCAJA,,true,Validated,,,,Private Sector,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,Business,ASOCIACION PARA EL DESARROLLO DE LAS CAJAS RURALES,,,false,50,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
CENTRAL ECUATORIANA DE SERVICIOS AGRICOLAS,,,,INGLATERRA N31-30 Y VANCOUVER,QUITO,,170515,Ecuador,,EC,,,,,,,,United States,,US,,,,59322524830,,,www.cesa.org.ec,,,,,,,"La Central Ecuatoriana de Servicios Agrícolas (CESA) es una fundación de derecho privado que trabaja conjuntamente con la población rural facilitando procesos sostenibles de desarrollo humano . Para cumplir con este propósito, CESA apoya la gestión de los sistemas de producción y comercialización campesinas, el manejo técnico y social del agua , el manejo de los recursos naturales , el fortalecimiento de capacidades locales y el apropiamiento de estos procesos por parte de la población. CESA implementa acciones de acompañamiento a procesos campesinos en el territorio ecuatoriano a través de cinco áreas geográficas y cuenta con tres unidades productivas que aportan al autofinanciamiento institucional y prestan servicios eficientes a procesos campesinos.",,,,,,,EC-CESA,CESA,,true,Validated,,,,Private Sector,cesa@cesaecuador.org,,,,,,,,,,,false,Executing agency,,,,,,,,,,,,,,,,,,@cesaecuador,false,false,,,Business,CENTRAL ECUATORIANA DE SERVICIOS AGRICOLAS,,,false,63,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
CENTRO ANDINO DE ACCION POPULAR(CAAP),,,,MARTÍN DE UTRERAS 733 Y SELVA ALEGRE,QUITO,,170121,Ecuador,,EC,,,,,,,,United States,,US,,,,59322522763,,,https://www.caapecuador.org/,,,,,,,,,,,,,,EC-CAAP,CAAP,,true,Validated,,,,Private Sector,caaporg.ec@uio.satnet.net,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,Non Profit / NGO,CENTRO ANDINO DE ACCION POPULAR(CAAP),,,false,57,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
Comite Del Fondo Ecumenico De Prestamos Del Ecuador,,,,Casilla Postal 17 17 9859,Quito,,170150,Ecuador,,EC,,,,,,,,United States,,US,,,,+59322523214,,,http://www.eclof.org/national-offices/ecuador,,,,,,,,,,,,,,EC-ECLOF,,,true,Validated,,,International Organization / Program,Private Sector,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,Intergovernmental Organization,Comite Del Fondo Ecumenico De Prestamos Del Ecuador,,,false,50,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
CENTRO DEL MUCHACHO TRABAJADOR,,,,JOSÉ NOGALES N69-172,QUITO,,170301,Ecuador,,EC,,,,,,,,United States,,US,,,,59322493459,,,www.centromuchachotrabajador.org,,,,,,,,,,,,,,EC-CMT,CMT,,true,Validated,,,,Private Sector,cmt@cmtecuador.org,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,@cmtecuador,false,false,,,Non Profit / NGO,CENTRO DEL MUCHACHO TRABAJADOR,,,false,60,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
FUNDACION NUESTROS JOVENES,,,Foundation,CALLE S3,Quito,,170311,Ecuador,,EC,,,,,,,,United States,,US,,,,+59323434900,,,http://www.fundacionnuestrosjovenes.org.ec/,,,,,,,"Contribuir al bienestar integral de la sociedad, a través de la protección, atención y reparación de derechos con y por los niños, niñas, adolescentes y jóvenes; facilitando procesos de cambio en su cotidianidad con un enfoque de derechos, género, generacional, étnico y de movilidad.",,,,,,,EC-FNJ,,,true,Validated,,,,Private Sector,info@fnj.org.ec,,,,,,,,,,,false,Executing agency,,,,,,,,,,,,,,,,,,@fnj_info,false,false,,,Non Profit / NGO,FUNDACION NUESTROS JOVENES,,,false,63,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
INSTITUTO DE INVESTIGACIONES SOCIO-ECONOMICAS Y TECNOLOGICAS,,,,JUAN LEON MERA 920 Y WILSON,Quito,,170524,Ecuador,,EC,,,,,,,,United States,,US,,,,+59322543260,,,www.insotec-ec.com,,,,,,,"Contribuir al mejoramiento económico y social de la microempresa rural y urbana, mediante la prestación de “servicios micro financieros y no financieros”, bajo criterios de sostenibilidad, responsabilidad social, excelencia en la calidad de servicio; y un enfoque de compromiso al desarrollo territorial y productivo de las zonas de intervención. Microfinance Growth Fund (MiGroF) is a MIF-IIC-OPIC-sponsored regional microfinance fund with the purpose of providing stable medium- and long-term sources of finance (either in U.S. dollar or in local currency) to MFIs in the Latin America and the Caribbean (LAC) region.&nbsp;MiGroF was designed in response to an urgent need to finance funding gaps of microfinance institutions (MFIs) in Latin America in the wake of the global financial crisis and its main objective was to provide stable medium and long term funding to facilitate sustained growth of micro and small enterprises in the region. MiGroF was incorporated in March 2010 as a Delaware limited liability company, and among its shareholders are included CAF, NMI, Banamex and Grey Ghost. MiGroF will operate until 2017, in its seventh anniversary of the initial closing, unless terminated earlier or extended beyond that date, in accordance with the terms of the Limited Liability Agreement.&nbsp; The Fund Manager is BlueOrchard Finance, S.A.",,,,,,,EC-INSOTEC,INSOTEC,,true,Validated,,,,Private Sector,ervicioalcliente@insotec-ec.com,,,,,,,,,,,false,Executing agency,,,,,,,,,,,,,,,,,,@insotecec,false,false,,,Financial,INSTITUTO DE INVESTIGACIONES SOCIO-ECONOMICAS Y TECNOLOGICAS,,,false,64,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
Fundacion Vicente Rocafuerte,,,Foundation,"Gomez Rendon Y Babahoyo (Casa De La Juventud) Kennedy Norte - Manzana 701, Villa 5",Guayaquil,Pichincha,,Ecuador,ECP,EC,,,,,,,,United States,,US,,,,59342306598,,,WWW.ROCAFUERTE.COM,,,,,,,na,,,ROCAFUERTE,,,,EC-FVR,ROCAFUERTE,,true,Validated,,,,Private Sector,,,,,,,,,,,,false,Other,,,,,,,,,,,,,,,,,,,false,true,,Foundation,Non Profit / NGO,,,,false,56,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
INSTITUTO DOMINICANO DE DESARROLLO INTEGRAL,,,,CALLE H NO.17,Santo Domingo,,10149,Dominican Republic,,DO,,,,,,,,United States,,US,,,,+18095341077,,,http://iddi.org/contacts/,,,,,,,"Contribute to the transformation of the human being, our families and the communities in which we live; help to create the conditions so that the Dominican people, both collectively and individually, can count on a reasonable opportunity to live a productive and healthy life, each in accordance to his/her needs, interests and potential; promote dialogue and understanding between the different sectors that compose our society; and focus as much on resolving the causes of society’s problems as their symptoms.  Community and neighborhood organization;
Personal, vocational and technical training;
Support to childhood and youth;
Formation of community leaders;
Education on water and sanitation;
Local economic development;
Health education;
Childhood survival;
Prevention of STD/HIV/AIDS;
Sexual and Reproductive Health (family planning);
Prevention of Tuberculosis and Malaria;
Physical infraestructures for environmental clean-up;
Community equipment (schools, community centres, etc);
House construction and improvement;
Physical infraestructure for disaster mitigation; 
Micro-credit for the informal business sector (microbusinessmen/women);
Housing credit;
Design of contingency plans;
Risk management training. 
Research, advocacy and project implementation in bio-energy;
Reforestation and watershed management. Haitian Institute for Integral Development (IHDI) Haiti",,,,,,,DR-IDDI,IDDI,,true,Validated,,,,Private Sector,info@iddi.org,,,,,,,,,,,false,Executing agency,,,,,,,,,,,,,,,,,,@iddiorg,false,false,,,Business,INSTITUTO DOMINICANO DE DESARROLLO INTEGRAL,,,false,64,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
FUNDACION PARA EL DESARROLLO CENTRO - CHAQUENO,,,,MAURICIO JAJÁN 582,PRESIDENCIA ROQUE SÁENZ PEÑA,,3700,Argentina,,AR,,,,,,,,United States,,US,,,,+543644425538,,,http://www.fundecch.org.ar/,,,,,,,,,,,,,,AR-FDCC,FUNDECCH,,true,Validated,,,,Private Sector,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,Non Profit / NGO,FUNDACION PARA EL DESARROLLO CENTRO- CHAQUENO,,,false,51,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
Care - Ecuador,,,International Organization / Program,"Calle El Nacional No. 39-139 y El Telégrafo, sector Batán Bajo",Quito,,170150,Ecuador,,EC,,,,,,,,United States,,US,,,,59322253615,,,http://www.care.org.ec/contacto/,,,,,,,na,,,,,,,EC-CARE,CARE,,true,Validated,,,,Private Sector,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,true,,,Non Profit / NGO,,,,false,50,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
"Fundacion Junior Achievement, Ecuador",,,Foundation,De las Higuerillas y Alondras Sector Monteserrin Academia Cotopaxi Centro de Lenguas PB,Quito,Pichincha,,Ecuador,ECP,EC,,,,,,,,United States,,US,,,,59322274262,,,WWW.FJA.COM,,,,,,,na,,,FJA,,,,EC-FJA,FJA,,true,Validated,,,,Private Sector,,,,,,,,,,,,false,Other,,,,,,,,,,,,,,,,,,,false,true,,Foundation,Non Profit / NGO,,,,false,56,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
INSTITUTO CENTROAMERICANO DE ADMINISTRACION DE EMPRESAS,,,,2 KM AL OESTE DEL VIVERO PROCESA N°1,La Garita,Alajuela,51003,Costa Rica,CRA,CR,,,,,,,,United States,,US,,,,+50624372200,,,www.incae.edu/,,,,,,,"Promover activamente el desarrollo integral de los países donde sirve, formando líderes para los sectores clave, mejorando sus prácticas, actitudes y valores a través de:    Investigación, enseñanza y la diseminación de conceptos y técnicas gerenciales modernas.  Fortalecimiento de las capacidades analíticas y la comprensión de fenómenos económicos, políticos y sociales.  Facilitando el diálogo, el entendimiento y la colaboración entre individuos, sectores y países.Programas de Maestría en Administración de Empresas en áreas fundamentales para el desarrollo de América Latina.  Programas y seminarios de capacitación ejecutiva.  Proyectos de investigación en pro de la competitividad y desarrollo de la región.  INCAE tiene un enfoque aplicado que combina las mejores prácticas y la frontera mundial del conocimiento con la realidad y el entorno.",,,,,,,CR-INCAE,INCAE,,true,Validated,,,Academic Institution,Private Sector,,,,,,,,,,,,false,Alliance,,,,,,,,,,,,,https://www.facebook.com/INCAE/,https://www.linkedin.com/school/incae-business-school/,,,,@INCAE,true,true,,University,Academic,INSTITUTO CENTROAMERICANO DE ADMINISTRACION DE EMPRESAS,,,false,68,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Pontificia Universidad Católica de Valparaíso,,,,Avenida Brasil 2950,Valparaíso,Valparaíso,2340025,Chile,CLVS,CL,,,,,,,,United States,,US,,,,+56322273000,,,http://www.ucv.cl/,,,,,,,"La misión de la Universidad es el cultivo, a la luz de la fe, de las ciencias, las artes y las técnicas a través de la creación y comunicación del conocimiento, y la formación de graduados y profesionales con vocación de servicio a la sociedad, en el marco valórico del Magisterio de la Iglesia.    En el ejercicio de su Misión, la Universidad garantiza a sus miembros libertad académica y resguarda la igualdad de oportunidades de los estudiantes en el acceso a sus aulas.",,,,,,,CH-PUCV,PUCV,,true,Validated,,University,Academic Institution,Public Sector,info@pucv.cl,,,,,,,,,,,false,Supplier,,,,,,,,,,,,,https://www.facebook.com/pucv.cl,,,,,@pucv_cl,false,true,,University,Academic,,,,false,72,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Fundacion Ecuador,,,Foundation,"Cdla. Kennedy, Av. San Jorge # 100 y Calle 2da Este.",Quito Y Guayaquil,,170138,Ecuador,,EC,,,,,,,,United States,,US,,,,5932296605,,,http://fe.org.ec/,,,,,,,na,,,,,,,EC-FE,FE,,true,Validated,,,,Private Sector,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,true,,,Non Profit / NGO,,,,false,50,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
Jamaica Computer Society Education Foundation,,,,"4 Park Avenue,Kingston 5",Kingston,,JMAKN05,Jamaica,,JM,,,,,,,,United States,,US,,,,8767549640,,,page not found,,,,,,,Foundation no longer in existence. Last known phone number added to record.,,,,,,,JA-JCSEF,,,true,Pending validation,,,,Private Sector,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,42,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
Alianza Cooperativa Internacional,,,,"150 Route de Ferney, PO Box 2100",Geneva,,1211,Switzerland,,CH,,,,,,,,United States,,US,,,,41229298838,,,http://ica.coop/,,,,,,,,,,,,,,,,,true,Pending validation,,,International Organization / Program,Private Sector,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,Intergovernmental Organization,,,,false,49,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
CARIBBEAN EXPORT DEVELOPMENT AGENCY,,,,FIRST FLOOR,Warrens,Saint Michael,BB14000,Barbados,BB08,BB,,,,,,,,United States,,US,,,,+12464360578,+12464369999,,http://www.carib-export.com,,,,,,,"Caribbean Export is the only regional trade and investment promotion agency in the African, Caribbean and Pacific (ACP) group. Established in 1996 by an Inter-Governmental Agreement as the regional trade and investment promotion agency, we serve the 15 States of the Caribbean Forum (CARIFORUM)",,,,,,,BA-CARIBBEANEXPORT,,,true,Validated,,Business Association/Chamber,Business,Mixed,info@carib-export.com,,,,,,,,,,,false,Executing agency,,,,,,,,,,,,,https://www.facebook.com/CaribbeanExport/,,,,,@CaribXport,false,true,,,Business,CARIBBEAN EXPORT DEVELOPMENT AGENCY,,,false,71,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Mixed:Public_Private_Sector_OLD__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Mixed:Public_Private_Sector_OLD__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Mixed:Public_Private_Sector_OLD__c --
Caribbean Industrial Research Institute,,,,"The University Of The West Indies, St Augustine Campus, St. Augustine",St. Augustine,Tunapuna-Piarco,,Trinidad and Tobago,TTTUP,TT,,,,Knowledge Economy,,,,,,,,,,+18682990210,,,http://www.cariri.com/new/index.php/contact-us,,,,,,,CARIRI is the national and regional focal point for technology and innnovation in T&T,,,,,,,TT-CARIRI,CARIRI,,true,Pending validation,,Research Center,Business,Public Sector,mail@cariri.com,,,,,,,,,,,false,Executing agency,Entrepreneur,PUBLIC,,Government,Knowledge Economy,Entrepreneurship Ecosystem Developers;Knowledge-intensive Startups,3D printing;Biotech and biosecurity;IOT,,,,,Executing Agency,https://www.facebook.com/caribbeanindustrialresearchinstitute/,https://www.linkedin.com/company/caribbean-industrial-research-institute/,,,,@cariri_tt,true,true,,Research Center,Academic,CARIBBEAN INDUSTRIAL RESEARCH INSTITUTE,,,false,73,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Knowledge Economy:AI_Area__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Research Center:Institution_Sub_type_OLD__c --
The Cropper Foundation,,,,"13 Anderson Street, St. James",Port Of Spain,,,Trinidad and Tobago,,TT,,,,Climate - Smart Agriculture,,,,United States,,US,,,,+18682215751,,,http://www.thecropperfoundation.org/,,,,,,,"Human development is about creating an environment in which people are provided the opportunity to develop their full potential and lead productive, creative lives in accordance with their needs and interests. It also has to do with providing the space and opportunity for people to enlarge their choices.

Since 2000, this understanding has driven the Foundation to network with likeminded individuals and organizations to influence development policy and practice locally, regionally and globally so that issues like socio-economic development, equity, concern for the environment, disaster risk reduction and climate change adaptation are addressed not as disconnected activities, but in a holistic manner within the framework of sustainable development.",,,Cropper,,,,TT-CROPPER,Cropper,,true,Pending validation,,,Foundation,,info@thecropperfoundation.org,,,,,,,,,,,false,Executing agency,Poor/vulnerable/low income;Rural;Urban/periurban,,,,Climate - Smart Agriculture,Farm Level Solutions;Value Chain Transformation;Natural Capital,,,,,,Executing Agency,https://www.facebook.com/TheCropperFoundation/,,,,,,true,true,,Foundation,Non Profit / NGO,THE CROPPER FOUNDATION,,,false,62,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Climate - Smart Agriculture:AI_Area__c --
